,timestamp,repo_number
0,2009-01-01 00:00:00,20.0
1,2009-01-02 00:00:00,37.0
2,2009-01-03 00:00:00,36.0
3,2009-01-04 00:00:00,25.0
4,2009-01-05 00:00:00,33.0
5,2009-01-06 00:00:00,38.0
6,2009-01-07 00:00:00,37.0
7,2009-01-08 00:00:00,35.0
8,2009-01-09 00:00:00,47.0
9,2009-01-10 00:00:00,43.0
10,2009-01-11 00:00:00,31.0
11,2009-01-12 00:00:00,41.0
12,2009-01-13 00:00:00,25.0
13,2009-01-14 00:00:00,45.0
14,2009-01-15 00:00:00,46.0
15,2009-01-16 00:00:00,43.0
16,2009-01-17 00:00:00,26.0
17,2009-01-18 00:00:00,25.0
18,2009-01-19 00:00:00,38.0
19,2009-01-20 00:00:00,44.0
20,2009-01-21 00:00:00,42.0
21,2009-01-22 00:00:00,47.0
22,2009-01-23 00:00:00,38.0
23,2009-01-24 00:00:00,27.0
24,2009-01-25 00:00:00,32.0
25,2009-01-26 00:00:00,41.0
26,2009-01-27 00:00:00,49.0
27,2009-01-28 00:00:00,38.0
28,2009-01-29 00:00:00,41.0
29,2009-01-30 00:00:00,48.0
30,2009-01-31 00:00:00,41.0
31,2009-02-01 00:00:00,29.0
32,2009-02-02 00:00:00,50.0
33,2009-02-03 00:00:00,42.0
34,2009-02-04 00:00:00,41.0
35,2009-02-05 00:00:00,45.0
36,2009-02-06 00:00:00,47.0
37,2009-02-07 00:00:00,42.0
38,2009-02-08 00:00:00,36.0
39,2009-02-09 00:00:00,39.0
40,2009-02-10 00:00:00,40.0
41,2009-02-11 00:00:00,40.0
42,2009-02-12 00:00:00,39.0
43,2009-02-13 00:00:00,53.0
44,2009-02-14 00:00:00,29.0
45,2009-02-15 00:00:00,30.0
46,2009-02-16 00:00:00,42.0
47,2009-02-17 00:00:00,52.0
48,2009-02-18 00:00:00,101.0
49,2009-02-19 00:00:00,51.0
50,2009-02-20 00:00:00,47.0
51,2009-02-21 00:00:00,36.0
52,2009-02-22 00:00:00,35.0
53,2009-02-23 00:00:00,48.0
54,2009-02-24 00:00:00,57.0
55,2009-02-25 00:00:00,50.0
56,2009-02-26 00:00:00,59.0
57,2009-02-27 00:00:00,45.0
58,2009-02-28 00:00:00,38.0
59,2009-03-01 00:00:00,29.0
60,2009-03-02 00:00:00,43.0
61,2009-03-03 00:00:00,51.0
62,2009-03-04 00:00:00,52.0
63,2009-03-05 00:00:00,49.0
64,2009-03-06 00:00:00,57.0
65,2009-03-07 00:00:00,54.0
66,2009-03-08 00:00:00,38.0
67,2009-03-09 00:00:00,45.0
68,2009-03-10 00:00:00,63.0
69,2009-03-11 00:00:00,58.0
70,2009-03-12 00:00:00,50.0
71,2009-03-13 00:00:00,50.0
72,2009-03-14 00:00:00,30.0
73,2009-03-15 00:00:00,41.0
74,2009-03-16 00:00:00,54.0
75,2009-03-17 00:00:00,59.0
76,2009-03-18 00:00:00,48.0
77,2009-03-19 00:00:00,49.0
78,2009-03-20 00:00:00,43.0
79,2009-03-21 00:00:00,37.0
80,2009-03-22 00:00:00,33.0
81,2009-03-23 00:00:00,39.0
82,2009-03-24 00:00:00,43.0
83,2009-03-25 00:00:00,72.0
84,2009-03-26 00:00:00,58.0
85,2009-03-27 00:00:00,42.0
86,2009-03-28 00:00:00,45.0
87,2009-03-29 00:00:00,47.0
88,2009-03-30 00:00:00,60.0
89,2009-03-31 00:00:00,60.0
90,2009-04-01 00:00:00,56.0
91,2009-04-02 00:00:00,58.0
92,2009-04-03 00:00:00,27.0
93,2009-04-04 00:00:00,24.0
94,2009-04-05 00:00:00,13.0
95,2009-04-06 00:00:00,27.0
96,2009-04-07 00:00:00,18.0
97,2009-04-08 00:00:00,36.0
98,2009-04-09 00:00:00,35.0
99,2009-04-10 00:00:00,33.0
100,2009-04-11 00:00:00,21.0
101,2009-04-12 00:00:00,25.0
102,2009-04-13 00:00:00,37.0
103,2009-04-14 00:00:00,35.0
104,2009-04-15 00:00:00,40.0
105,2009-04-16 00:00:00,38.0
106,2009-04-17 00:00:00,41.0
107,2009-04-18 00:00:00,41.0
108,2009-04-19 00:00:00,42.0
109,2009-04-20 00:00:00,55.0
110,2009-04-21 00:00:00,47.0
111,2009-04-22 00:00:00,64.0
112,2009-04-23 00:00:00,42.0
113,2009-04-24 00:00:00,46.0
114,2009-04-25 00:00:00,34.0
115,2009-04-26 00:00:00,30.0
116,2009-04-27 00:00:00,36.0
117,2009-04-28 00:00:00,58.0
118,2009-04-29 00:00:00,58.0
119,2009-04-30 00:00:00,51.0
120,2009-05-01 00:00:00,54.0
121,2009-05-02 00:00:00,32.0
122,2009-05-03 00:00:00,34.0
123,2009-05-04 00:00:00,46.0
124,2009-05-05 00:00:00,46.0
125,2009-05-06 00:00:00,79.0
126,2009-05-07 00:00:00,66.0
127,2009-05-08 00:00:00,53.0
128,2009-05-09 00:00:00,41.0
129,2009-05-10 00:00:00,43.0
130,2009-05-11 00:00:00,39.0
131,2009-05-12 00:00:00,51.0
132,2009-05-13 00:00:00,66.0
133,2009-05-14 00:00:00,43.0
134,2009-05-15 00:00:00,62.0
135,2009-05-16 00:00:00,42.0
136,2009-05-17 00:00:00,44.0
137,2009-05-18 00:00:00,50.0
138,2009-05-19 00:00:00,67.0
139,2009-05-20 00:00:00,47.0
140,2009-05-21 00:00:00,53.0
141,2009-05-22 00:00:00,52.0
142,2009-05-23 00:00:00,25.0
143,2009-05-24 00:00:00,37.0
144,2009-05-25 00:00:00,51.0
145,2009-05-26 00:00:00,46.0
146,2009-05-27 00:00:00,70.0
147,2009-05-28 00:00:00,59.0
148,2009-05-29 00:00:00,47.0
149,2009-05-30 00:00:00,43.0
150,2009-05-31 00:00:00,32.0
151,2009-06-01 00:00:00,59.0
152,2009-06-02 00:00:00,52.0
153,2009-06-03 00:00:00,74.0
154,2009-06-04 00:00:00,43.0
155,2009-06-05 00:00:00,56.0
156,2009-06-06 00:00:00,37.0
157,2009-06-07 00:00:00,33.0
158,2009-06-08 00:00:00,53.0
159,2009-06-09 00:00:00,95.0
160,2009-06-10 00:00:00,54.0
161,2009-06-11 00:00:00,34.0
162,2009-06-12 00:00:00,40.0
163,2009-06-13 00:00:00,78.0
164,2009-06-14 00:00:00,26.0
165,2009-06-15 00:00:00,46.0
166,2009-06-16 00:00:00,37.0
167,2009-06-17 00:00:00,48.0
168,2009-06-18 00:00:00,51.0
169,2009-06-19 00:00:00,40.0
170,2009-06-20 00:00:00,38.0
171,2009-06-21 00:00:00,40.0
172,2009-06-22 00:00:00,50.0
173,2009-06-23 00:00:00,48.0
174,2009-06-24 00:00:00,40.0
175,2009-06-25 00:00:00,51.0
176,2009-06-26 00:00:00,32.0
177,2009-06-27 00:00:00,35.0
178,2009-06-28 00:00:00,32.0
179,2009-06-29 00:00:00,44.0
180,2009-06-30 00:00:00,51.0
181,2009-07-01 00:00:00,36.0
182,2009-07-02 00:00:00,41.0
